STATES,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,YEAR,TOTAL_CONSUMPTION,AVERAGE_CONSUMPTION
6,-0.4243715049701123,-0.4287274985972441,-0.4620275155925992,-0.44625676516269774,-0.4625402261433233,-0.397044103067102,-0.40522660212222417,-0.41439099018259057,-0.43619364468460375,-0.42941424321252275,-0.4410916175504056,-0.4499862050949303,2005,-5.197270916380356,-0.433105909698363
21,-0.8249043956321509,-0.822804957069438,-0.8218620691728605,-0.8348340512211779,-0.8612039531518324,-0.8518580113369337,-0.898888275516736,-0.9102075351226369,-0.9060854931293078,-0.9190652994871218,-0.9218041586511334,-0.9243746536186406,2006,-10.497892853109969,-0.8748244044258308
0,-0.959951508624843,-0.9631170923133118,-0.9726944692726316,-0.9745939477355428,-1.0064900594992074,-1.0079044248481415,-1.0826765487756813,-1.1050261138019701,-1.09571901373757,-1.1073839134144896,-1.0940561669577322,-1.0845373325780254,2006,-12.454150591559147,-1.0378458826299288
3,-0.6608542715354206,-0.6614464939947382,-0.6717724649676259,-0.6740726957542357,-0.6654925964650408,-0.65384827602487,-0.6720258709854855,-0.6897619850581653,-0.6529108810786387,-0.6830170702817729,-0.6569300608470291,-0.707330272938088,2006,-8.04946293993111,-0.6707885783275925
22,-0.9772395693888961,-0.9824610108584754,-0.9918722055542485,-0.9967656378514017,-1.0201988625351288,-1.022524497167791,-1.124679921277569,-1.1258203536258011,-1.1225133278511328,-1.1216081830240179,-1.1114857742858384,-1.1145226931170764,2006,-12.711692036537377,-1.059307669711448
15,-0.3107279290652338,-0.32909903128340184,-0.3497694303532711,-0.3193729635274079,-0.3134907381878664,-0.2556670719495949,-0.2603490024927828,-0.2703761416874193,-0.24667938168209802,-0.2569000432243172,-0.2550614399319761,-0.3057696553272408,2006,-3.4732628287126106,-0.2894385690593842
2,-0.940292537166964,-0.9434647220540828,-0.9529189359673289,-0.9569484864851244,-0.9839283192825728,-0.9771751608508378,-1.0581269192784508,-1.0696833830652508,-1.0660040338312597,-1.069724420824394,-1.06540997271674,-1.0565678838028407,2006,-12.140244775325845,-1.0116870646104872
26,-0.9100452589729245,-0.9063792641741768,-0.9226035214653389,-0.9209118839561279,-0.9405628391709714,-0.9323307619360844,-1.025277190345735,-1.0239057182395943,-1.0175433620676324,-1.0283591701401387,-1.0284262775786148,-1.0286335481253313,2006,-11.684978796172668,-0.9737482330143891
9,-0.5575765145521715,-0.5829560230986228,-0.5925342590040253,-0.5506644786147132,-0.5789519335383077,-0.5492351868409253,-0.6088847327321749,-0.5987887422518428,-0.5802249379624613,-0.571256734306887,-0.5662988554931341,-0.5792644065706432,2006,-6.916636804965909,-0.5763864004138257
17,-0.7709670495556656,-0.7786737397718373,-0.7911785025884971,-0.8041419951087185,-0.807090402238044,-0.8014259788318978,-0.8620336712529845,-0.8908005511653125,-0.8674383114862858,-0.8642628807153339,-0.8545315790044283,-0.8570531630262457,2006,-9.94959782474525,-0.8291331520621043
5,-0.08953681378842906,-0.11337935206235783,-0.13513392619780878,-0.10946781934094034,-0.07426031651022172,-0.08990236650612078,-0.0813386386403984,-0.07478655862014809,-0.08464597796845753,-0.06779135713213237,-0.05022598168686641,-0.03958000324019215,2006,-1.0100491116940735,-0.08417075930783946
18,-0.6409877145606236,-0.6288982464353663,-0.5832598593832273,-0.6221574586400939,-0.6203025368209962,-0.6008851613456463,-0.6726190700941405,-0.6750559197401372,-0.692332453362882,-0.6784495881179409,-0.6558043608811492,-0.6405668006271845,2006,-7.711319170009387,-0.6426099308341156
14,-0.6521764991618086,-0.653922077842644,-0.6719342003293409,-0.6354977953206149,-0.6486072032234682,-0.650953791507448,-0.7275930630219876,-0.7367559599087072,-0.7440701167281654,-0.7433508259872702,-0.7028301548251993,-0.7208909279292568,2006,-8.288582615785913,-0.6907152179821594
16,0.18721465231225942,0.12077474148126871,0.27536457177696866,0.2376167102952337,0.2511014660471502,0.17173576445048913,0.22899906950139454,0.11975753759013004,0.12161740681319268,0.2041164521777405,0.2682955091946134,0.29271886265838826,2006,2.4793127442988294,0.20660939535823578
1,-0.749993585799301,-0.7419933780479224,-0.7566541649339953,-0.7487048934611623,-0.7652811421700139,-0.7963562412639582,-0.8681166186985865,-0.8850937079466862,-0.883104709259275,-0.8849668352729202,-0.8546088317752398,-0.863987358215629,2006,-9.79886146684469,-0.8165717889037242
24,-0.8099561949551914,-0.8059432207195508,-0.8084566471570275,-0.796421156659053,-0.8313986045880776,-0.8311545119862012,-0.9215545447248437,-0.9286307984456135,-0.9352260710082966,-0.9413664498641378,-0.9156572628592986,-0.8902067515379164,2006,-10.415972214505206,-0.8679976845421006
4,0.5074701117441727,0.49143859627020176,0.6211821113919078,0.5203450123633212,0.544731243426464,0.540482668976009,0.5791536894894754,0.5673704220361251,0.5880375807396643,0.6253762405705507,0.7568367020091467,0.5541831783749186,2006,6.896607557391957,0.5747172964493298
12,1.9761777156684144,1.7405491819867402,2.0990905325256386,1.9033441957529966,2.215687693621645,2.2300824831020862,2.4266388092098534,2.28693463872529,2.509961622387067,2.311283594212817,2.4269809292641087,2.2240894278572023,2006,26.350820824313857,2.195901735359488
7,-0.45740730707436544,-0.36252190078270646,-0.3734670842176402,-0.3889583205549633,-0.43471431174403885,-0.4701081132114418,-0.5321914013967487,-0.48337686847501277,-0.51942876108895,-0.5412623913892135,-0.5040849559584485,-0.48481233193855117,2006,-5.55233374783208,-0.46269447898600663
20,0.639808682030875,0.6759489227706124,0.6929171743716133,0.6922499052579446,0.7414327481934926,0.7401884448828665,0.8277509523344421,0.8262894537233738,0.8127559967697754,0.813053722491681,0.7994201771824712,0.7911714696047593,2006,9.052987649613907,0.7544156374678256
25,0.639808682030875,0.6759489227706124,0.6929171743716133,0.6922499052579446,0.7414327481934926,0.7401884448828665,0.8277509523344421,0.8262894537233738,0.8127559967697754,0.813053722491681,0.7994201771824712,0.7911714696047593,2006,9.052987649613907,0.7544156374678256
13,1.081562437115271,1.0821938036505567,0.9783827977598953,1.057106963569129,1.0842326911549454,1.190131170133227,1.3301481365933752,1.3197155223961385,1.2452571419692995,1.2404591252133317,1.3447248995179766,1.2835875563801549,2006,14.237502245453301,1.1864585204544418
23,0.4287269692422107,0.6233280965837866,0.5649432418905275,0.4903834498373021,0.3346241474519449,0.47593207958023903,0.5384401031212003,0.4941179514425919,0.46039142634613195,0.38894580845978255,0.5552480271984049,0.46876129422283364,2006,5.823842595376956,0.485320216281413
19,1.4137933629728665,1.4861429994097057,1.3907277364101056,1.3480511820869374,1.335442236554412,1.4628377017276637,1.6334993469085748,1.6121070065014411,1.5233383854345268,1.4263509616069265,1.509035803252576,1.601437324258019,2006,17.742764047123753,1.478563670593646
11,-0.6153769448617397,-0.6019021810266463,-0.6289215202416294,-0.6196876799013294,-0.6679250011306821,-0.6857945844550956,-0.7384249162507137,-0.7330976452937683,-0.7459964466088121,-0.7253575235914836,-0.6825139060549308,-0.6819398870198812,2006,-8.126938236436711,-0.6772448530363926
10,-0.5129679071005504,-0.46842440830812343,-0.5016970055552286,-0.494076502082135,-0.5293966846770082,-0.5160177555802976,-0.5558629211913042,-0.5489693460706745,-0.5249511479148641,-0.5182633181877047,-0.4931842327248548,-0.5121690513265645,2006,-6.17598028071931,-0.5146650233932758
8,-0.004410154978824976,-0.0038574486298540126,0.007963932873948589,0.06479181180040589,0.05893360291162617,0.09580700168775702,0.09312246937122681,0.1035000789559431,0.17097474142455,0.10419014718531444,0.10968619964723979,0.04872716264394457,2006,0.8494295448932775,0.07078579540777312
6,-0.43315339406517483,-0.4016783403024343,-0.4283820972916626,-0.3582680662237249,-0.3502554360968488,-0.4029848730807653,-0.4159841960737025,-0.389758105361916,-0.3607140710513759,-0.40012370499212874,-0.3708027242594334,-0.42818925393015994,2006,-4.7402942627293285,-0.3950245218941107
21,-0.8134809621441353,-0.8108629050098293,-0.8359815814655659,-0.8268392905464631,-0.8351132939375329,-0.8417659950436568,-0.9080706726781083,-0.9167215101424467,-0.8969994864622197,-0.9189642976311894,-0.9091063567467231,-0.9183902618886287,2007,-10.432296613696499,-0.8693580511413749
0,-0.9596430958568507,-0.9528491846309255,-0.9632549869919458,-0.9705596566228873,-0.9956100448216033,-1.0010840955045044,-1.085486587335174,-1.0989042653575052,-1.091175950112011,-1.09676321178606,-1.0910339963937674,-1.0896395223108013,2007,-12.396004597724033,-1.0330003831436694
3,-0.6236984576255247,-0.6220933286603686,-0.6388105040936164,-0.6312379211990954,-0.6385224402301255,-0.6109342627280597,-0.6604522375857993,-0.6371358139532071,-0.6607030211028885,-0.6644455619672016,-0.6226327004974078,-0.6435456978439016,2007,-7.6542119474871955,-0.637850995623933
22,-0.9647268228017791,-0.9742761397224143,-0.9791495816490359,-0.9836199965016712,-1.009124630889442,-1.0132966132757462,-1.1126337288408514,-1.1144838289642067,-1.1156243622122377,-1.1221146776250905,-1.1030816802117434,-1.1059361992052001,2007,-12.598068261899417,-1.0498390218249514
15,-0.27881244082635415,-0.2969391569033396,-0.3579316140811847,-0.2829742029729985,-0.26541386800430633,-0.2084372771658993,-0.25472029929613704,-0.22190364171585547,-0.21436726293576439,-0.2353837366807524,-0.20545602427631232,-0.23578464379575242,2007,-3.0581241686546567,-0.2548436807212214
2,-0.9216347608744744,-0.9424563163006989,-0.9505403255990534,-0.9565057630994029,-0.9755865956107983,-0.9647999591037734,-1.056307942032733,-1.0675304591180255,-1.062959287071552,-1.062838470764062,-1.072818976134212,-1.0627739196710013,2007,-12.096752775379786,-1.0080627312816488
26,-0.8977561963713844,-0.8990022256662719,-0.91486624173882,-0.9031627430663093,-0.9258785347632416,-0.914266950337882,-1.0150902926916243,-1.010922666784857,-1.0029687321030547,-1.0131277337883953,-1.0095173880424841,-1.0186317397365667,2007,-11.525191445090892,-0.9604326204242409
9,-0.49675480538304845,-0.5325894951826821,-0.5632173536903212,-0.48935022402170436,-0.473476662009495,-0.483715393634711,-0.5111585862568574,-0.4930677863964333,-0.5153570604370027,-0.519038537138414,-0.4827401735200834,-0.5011160081215231,2007,-6.061582085792276,-0.5051318404826897
17,-0.7511604506545427,-0.7629202853581524,-0.7941809276162564,-0.7859491527233727,-0.7895402106082813,-0.7790821762214909,-0.8475568626582001,-0.8568137944941578,-0.843864133604193,-0.8453220620851886,-0.8102766937693158,-0.8256730192567877,2007,-9.692339769049939,-0.8076949807541616
5,-0.06547035075021757,-0.0737489751758828,-0.1408339692530428,-0.04112883160311775,-0.035522367580721415,-0.024413651549080817,-0.06573418916888736,-0.04502652528811855,-0.0747852189080578,-0.05135835517193204,-0.03894379727336762,-0.010401719001026013,2007,-0.6673679507234526,-0.055613995893621045
18,-0.5745109074103304,-0.5698058129199938,-0.5741822910383201,-0.5619774510654106,-0.5761610169367002,-0.5754579364141723,-0.6510698154352073,-0.6652403653098631,-0.6777113985467208,-0.6758468891162759,-0.6550214664251702,-0.6206055295455226,2007,-7.377590880163686,-0.6147992400136405
14,-0.6291011635160172,-0.633255659107838,-0.6578038853925322,-0.6236652921247197,-0.6429996989315214,-0.6565306542965726,-0.7369617959623799,-0.7497932331517452,-0.7644896957991411,-0.743054712310819,-0.7121264334768308,-0.7269772176354122,2007,-8.27675944170553,-0.6897299534754607
16,0.27379864617940963,0.2660147173138635,0.2611055380104226,0.2790219516296647,0.3112029502258981,0.26930946190266286,0.26211301894330813,0.243072727706673,0.15681449847936793,0.23191620300457233,0.2724041969316812,0.42818536847120964,2007,3.2549592787987334,0.27124660656656113
1,-0.7360139347862709,-0.7323469905663703,-0.7420746527257193,-0.7506033531144922,-0.7588894827289349,-0.7532771317806494,-0.8284419746258812,-0.8526428877018125,-0.8422543368025257,-0.8641024660029707,-0.8235426168843939,-0.84666505223565,2007,-9.53085487995567,-0.7942379066629726
24,-0.7987331699578186,-0.7931601465657957,-0.8116933830568855,-0.7947933245451113,-0.8330706481674756,-0.8230797769931256,-0.9147527574742329,-0.9282037711943149,-0.9361290042255913,-0.9387547201082953,-0.9038995551355512,-0.90827628990048,2007,-10.384546547324677,-0.865378878943723
4,0.6201150841875944,0.5560249893026881,0.5274642542821878,0.5708641779079999,0.6315836582630218,0.698318325731653,0.813606917346,0.7201324594540841,0.5833503589061357,0.7051693109042652,0.773000980405782,0.7754609037667045,2007,7.975091420458118,0.6645909517048432
12,2.117432158941784,1.896412608297362,2.00921679378423,2.1044116545301215,2.3512264047675915,2.310544575095924,2.4086374352893976,2.5501791514601733,2.5104399189424083,2.4475047973088353,2.488639182827083,2.1175978186230937,2007,27.312242499868002,2.2760202083223335
7,-0.34023083998552317,-0.34743639078426275,-0.354584315908345,-0.32172794306266544,-0.3789849728194926,-0.4045892736699133,-0.47922959735264387,-0.45852286425747935,-0.484614161966212,-0.49744196382581113,-0.3762555164979048,-0.4293033073613805,2007,-4.872921147491634,-0.4060767622909695
