STATES,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SET,OUT,NOV,DEZ,YEAR,CONSUMER_TYPE
Rio de Janeiro,1166697.0,1181483.0,1113704.0,1068208.0,938079.0,868116.0,836283.0,861625.0,883942.0,933419.0,916291.0,1098670.0,2010,Residencial
São Paulo,2824219.0,2753910.0,2835809.0,2899400.0,2794865.0,2795205.0,2721713.0,2959164.0,2936292.0,2889998.0,2870500.0,2933031.0,2010,Residencial
Paraná,525530.0,512109.0,485949.0,507626.0,482821.0,498288.0,489328.0,508855.0,507234.0,493232.0,497286.0,510336.0,2010,Residencial
Santa Catarina,428879.0,381755.0,403816.0,378338.0,338042.0,347435.0,337411.0,361457.0,356580.0,334063.0,342008.0,339542.0,2010,Residencial
Rio Grande do Sul,622085.0,595294.0,598416.0,557327.0,528637.0,542360.0,567792.0,585133.0,538827.0,529872.0,521422.0,566038.0,2010,Residencial
Mato Grosso do Sul,109086.0,106819.0,110068.0,109585.0,98206.0,88782.0,94142.0,92039.0,104268.0,104941.0,105067.0,114870.0,2010,Residencial
Mato Grosso,140247.0,131853.0,147789.0,142614.0,139749.0,132109.0,131257.0,126066.0,150805.0,164355.0,150120.0,148092.0,2010,Residencial
Goiás,270362.0,265617.0,256537.0,279980.0,269803.0,283374.0,250274.0,293203.0,275635.0,286978.0,284673.0,280403.0,2010,Residencial
Distrito Federal,166436.0,149967.0,171021.0,156394.0,161830.0,163255.0,159441.0,166372.0,174607.0,164755.0,167039.0,165481.0,2010,Residencial
Rondônia,69058.0,66304.0,63463.0,67116.0,67564.0,71642.0,71322.0,77923.0,77068.0,83026.0,82887.0,78087.0,2011,Residencial
Acre,27646.0,26982.0,24438.0,25289.0,27703.0,26387.0,25704.0,29027.0,28460.0,29863.0,32200.0,28218.0,2011,Residencial
Amazonas,108301.0,99360.0,107740.0,100067.0,104022.0,113562.0,116098.0,125338.0,136081.0,131818.0,123679.0,119539.0,2011,Residencial
Roraima,26337.0,20497.0,22617.0,25055.0,22674.0,21751.0,23181.0,22942.0,26372.0,27977.0,25364.0,27174.0,2011,Residencial
Pará,188012.0,167876.0,185733.0,180107.0,187413.0,206890.0,198203.0,204041.0,208937.0,204164.0,203099.0,211474.0,2011,Residencial
Amapá,33716.0,34075.0,31973.0,31600.0,32516.0,34871.0,33631.0,34602.0,37754.0,38770.0,38317.0,37809.0,2011,Residencial
Tocantins,43102.0,37259.0,41673.0,42362.0,45751.0,45696.0,45731.0,47583.0,52930.0,51560.0,43442.0,46630.0,2011,Residencial
Maranhão,164216.0,153322.0,150123.0,162588.0,164642.0,170015.0,169725.0,175095.0,181580.0,183790.0,181426.0,184738.0,2011,Residencial
Piauí,87736.0,77552.0,79188.0,80217.0,79292.0,81115.0,83665.0,84882.0,93612.0,95454.0,93939.0,92021.0,2011,Residencial
Ceará,267469.0,233507.0,237896.0,242224.0,246104.0,242522.0,255015.0,255684.0,264164.0,259712.0,264064.0,263564.0,2011,Residencial
Rio Grande do Norte,127716.0,124876.0,131234.0,129165.0,125824.0,124482.0,121546.0,120829.0,123458.0,129197.0,134675.0,138493.0,2011,Residencial
Paraíba,114365.0,106893.0,116793.0,116322.0,114762.0,109440.0,110656.0,104844.0,107633.0,113022.0,116803.0,124063.0,2011,Residencial
Pernambuco,348611.0,318764.0,347062.0,344022.0,324701.0,306183.0,306071.0,308389.0,315579.0,327210.0,332441.0,353733.0,2011,Residencial
Alagoas,92432.0,85120.0,89828.0,92990.0,80275.0,83024.0,80439.0,78396.0,82497.0,80572.0,86366.0,87857.0,2011,Residencial
Sergipe,74952.0,68802.0,77597.0,76701.0,73070.0,64533.0,68119.0,68009.0,67974.0,67268.0,71392.0,75511.0,2011,Residencial
Bahia,474264.0,428866.0,483671.0,437675.0,453789.0,424552.0,443913.0,439918.0,431842.0,448539.0,441912.0,458159.0,2011,Residencial
Minas Gerais,810644.0,727276.0,790228.0,759419.0,747767.0,718527.0,747741.0,757926.0,781850.0,760390.0,755662.0,764692.0,2011,Residencial
Espírito Santo,181204.0,187030.0,183983.0,174376.0,159574.0,152122.0,146228.0,153736.0,153538.0,151553.0,154781.0,170427.0,2011,Residencial
Rio de Janeiro,1218819.0,1218704.0,1165343.0,1080818.0,1039715.0,882492.0,888377.0,921748.0,963128.0,966409.0,976965.0,1017585.0,2011,Residencial
São Paulo,3044638.0,2950718.0,2989099.0,2922397.0,2909346.0,2924865.0,3002206.0,3006602.0,3137864.0,3027007.0,2998118.0,3005043.0,2011,Residencial
Paraná,535967.0,535418.0,506054.0,515340.0,553149.0,504018.0,530637.0,528081.0,550941.0,529826.0,515999.0,509502.0,2011,Residencial
Santa Catarina,425669.0,429122.0,395932.0,371176.0,338488.0,351583.0,373558.0,362491.0,373227.0,350805.0,349541.0,347590.0,2011,Residencial
Rio Grande do Sul,640986.0,634407.0,588647.0,546813.0,534796.0,547701.0,612800.0,603768.0,569968.0,540276.0,539343.0,596539.0,2011,Residencial
Mato Grosso do Sul,113733.0,112462.0,115797.0,112246.0,109616.0,94581.0,98532.0,104936.0,110333.0,112903.0,117004.0,124314.0,2011,Residencial
Mato Grosso,139876.0,132475.0,143167.0,143895.0,144805.0,135734.0,130754.0,144112.0,164463.0,166919.0,161682.0,164517.0,2011,Residencial
Goiás,278647.0,269423.0,277936.0,288276.0,276458.0,277673.0,271786.0,274334.0,313094.0,314001.0,295358.0,283812.0,2011,Residencial
Distrito Federal,172083.0,158092.0,160632.0,168430.0,174005.0,151855.0,172807.0,166080.0,169612.0,172936.0,166864.0,172014.0,2011,Residencial
Rondônia,73563.0,74375.0,75179.0,82329.0,85143.0,90004.0,83757.0,97974.0,101469.0,94769.0,105430.0,96717.0,2012,Residencial
Acre,27727.0,27167.0,28773.0,30914.0,28793.0,27308.0,29718.0,31745.0,33279.0,32530.0,33548.0,30515.0,2012,Residencial
Amazonas,116226.0,122258.0,104234.0,118501.0,119037.0,137278.0,132945.0,136398.0,139562.0,142055.0,144971.0,141661.0,2012,Residencial
Roraima,26119.0,25765.0,26320.0,27094.0,25701.0,26847.0,25334.0,24906.0,26822.0,30931.0,32072.0,31409.0,2012,Residencial
Pará,198220.0,178508.0,191858.0,191370.0,204746.0,199579.0,193269.0,212529.0,210148.0,207894.0,216717.0,204270.0,2012,Residencial
Amapá,37558.0,35112.0,32336.0,34372.0,35797.0,37294.0,36839.0,37515.0,38900.0,40627.0,41136.0,40798.0,2012,Residencial
Tocantins,44722.0,40249.0,44794.0,47906.0,52944.0,48127.0,49588.0,51357.0,53916.0,59509.0,54224.0,52262.0,2012,Residencial
Maranhão,180904.0,167944.0,180228.0,176905.0,191156.0,194036.0,181449.0,188626.0,193325.0,200697.0,200347.0,201926.0,2012,Residencial
Piauí,94225.0,87535.0,87335.0,88737.0,94050.0,98599.0,94387.0,105167.0,109329.0,114372.0,115707.0,104790.0,2012,Residencial
Ceará,282415.0,266520.0,268364.0,284272.0,275145.0,281236.0,274122.0,279418.0,275886.0,286928.0,286890.0,295875.0,2012,Residencial
Rio Grande do Norte,137496.0,131156.0,138872.0,138420.0,140237.0,136352.0,129862.0,128282.0,132735.0,133710.0,140540.0,147921.0,2012,Residencial
Paraíba,121819.0,112854.0,124322.0,125762.0,119875.0,119117.0,114984.0,118029.0,110245.0,119561.0,119141.0,125176.0,2012,Residencial
Pernambuco,360158.0,326264.0,354871.0,330537.0,336583.0,334583.0,311792.0,313771.0,314895.0,328101.0,348326.0,368502.0,2012,Residencial
Alagoas,91379.0,92026.0,98090.0,96194.0,91979.0,91092.0,88412.0,86683.0,81686.0,92821.0,90318.0,95540.0,2012,Residencial
Sergipe,78410.0,73749.0,78594.0,79289.0,74186.0,73333.0,70994.0,72608.0,67432.0,71728.0,72124.0,78013.0,2012,Residencial
Bahia,480979.0,446543.0,508147.0,459259.0,488717.0,446767.0,432327.0,447781.0,438307.0,449432.0,449515.0,456949.0,2012,Residencial
Minas Gerais,776114.0,730646.0,829798.0,805735.0,758576.0,781813.0,755891.0,795832.0,808261.0,807806.0,840758.0,784241.0,2012,Residencial
Espírito Santo,178183.0,178938.0,193466.0,182511.0,165881.0,167987.0,156281.0,160104.0,159238.0,164232.0,179697.0,184908.0,2012,Residencial
Rio de Janeiro,1105618.0,1150256.0,1263418.0,1081713.0,990682.0,920063.0,913486.0,927524.0,924411.0,954865.0,1052282.0,1082995.0,2012,Residencial
São Paulo,3078192.0,3051458.0,3184244.0,3238470.0,3039117.0,3163701.0,3002898.0,3095647.0,3216773.0,3142063.0,3296854.0,3170896.0,2012,Residencial
Paraná,562498.55,554310.77,561604.42,552383.47,527610.14,536946.5,535013.07,551549.85,557082.22,550100.07,581875.17,582991.3,2012,Residencial
Santa Catarina,404819.0,438657.0,449694.0,389428.0,369577.0,370275.0,362886.0,387526.0,377698.0,367539.0,382233.0,399076.0,2012,Residencial
Rio Grande do Sul,616773.0,665130.0,695510.0,591753.0,563952.0,582848.0,606047.0,618126.0,575919.0,571519.0,602336.0,646466.0,2012,Residencial
Mato Grosso do Sul,124554.0,123017.0,128907.0,118863.0,111187.0,105287.0,100995.0,109419.0,119080.0,128129.0,140528.0,141220.0,2012,Residencial
Mato Grosso,146954.0,143372.0,157426.0,160609.0,159435.0,147369.0,145868.0,156271.0,172234.0,193337.0,185566.0,176270.0,2012,Residencial
Goiás,292455.0,301808.0,292005.0,321231.0,306733.0,306987.0,283483.0,314642.0,328266.0,330215.0,341341.0,312809.0,2012,Residencial
Distrito Federal,162155.0,159307.0,172214.0,173578.0,175180.0,180061.0,161670.0,172207.0,181631.0,172511.0,184909.0,179016.0,2012,Residencial
Rondônia,87432.0,82205.0,83963.0,89038.0,90879.0,90647.0,91379.0,89040.0,91635.0,96334.0,98570.0,93001.0,2013,Residencial
Acre,30223.0,29643.0,30506.0,30409.0,30381.0,31436.0,30581.0,31111.0,31891.0,32336.0,31984.0,32614.0,2013,Residencial
Amazonas,128283.0,134521.0,121180.0,136957.0,138510.0,148947.0,156300.0,153192.0,159813.0,167620.0,170727.0,167608.0,2013,Residencial
Roraima,29191.0,28157.0,27623.0,33177.0,28260.0,28084.0,28603.0,27236.0,27934.0,34267.0,32386.0,32174.0,2013,Residencial
Pará,208748.0,199909.0,191863.0,209138.0,211554.0,218029.0,218625.0,226308.0,220480.0,240917.0,233986.0,252463.0,2013,Residencial
Amapá,41859.0,36853.0,36576.0,38961.0,38237.0,41677.0,39788.0,41907.0,44363.0,45511.0,47906.0,45958.0,2013,Residencial
Tocantins,51781.0,48878.0,51847.0,54315.0,58031.0,57962.0,58117.0,60388.0,64052.0,70080.0,59808.0,60160.0,2013,Residencial
Maranhão,203234.0,201304.0,203004.0,194028.0,203137.0,209818.0,213208.0,216786.0,228870.0,233548.0,234073.0,222485.0,2013,Residencial
Piauí,107978.0,102763.0,100600.0,104357.0,101092.0,106366.0,112086.0,111733.0,116719.0,126327.0,118697.0,119751.0,2013,Residencial
Ceará,315011.0,316319.0,297842.0,314120.0,312425.0,307936.0,291730.0,299989.0,321554.0,326166.0,332537.0,314984.0,2013,Residencial
Rio Grande do Norte,150762.0,147828.0,147287.0,155836.0,156484.0,152094.0,139715.0,141872.0,145457.0,151876.0,156155.0,159454.0,2013,Residencial
Paraíba,144404.0,137314.0,137722.0,141376.0,136947.0,127456.0,130119.0,124950.0,124408.0,130327.0,132214.0,136190.0,2013,Residencial
Pernambuco,378733.0,369278.0,390208.0,411754.0,391136.0,360136.0,357512.0,353409.0,361845.0,384431.0,398217.0,406676.0,2013,Residencial
Alagoas,99937.0,99921.0,102677.0,106847.0,102421.0,102766.0,101221.0,96664.0,97374.0,102732.0,102579.0,111924.0,2013,Residencial
Sergipe,88811.0,85489.0,85903.0,88531.0,83567.0,79371.0,79029.0,75126.0,74273.0,77972.0,78376.0,82738.0,2013,Residencial
Bahia,513311.0,520115.0,535203.0,566515.0,507814.0,451487.0,503116.0,498097.0,486122.0,520787.0,519768.0,521219.0,2013,Residencial
Minas Gerais,909228.0,778602.0,785241.0,842275.0,862057.0,837818.0,781514.0,861526.0,860139.0,841231.0,906535.0,851753.0,2013,Residencial
Espírito Santo,211991.0,195940.0,193018.0,196441.0,178365.0,171985.0,164919.0,176116.0,163913.0,176823.0,188599.0,194803.0,2013,Residencial
Rio de Janeiro,1299788.0,1158221.0,1216760.0,1067156.0,1032323.0,963908.0,956631.0,945191.0,949617.0,1058299.0,1052826.0,1132024.0,2013,Residencial
São Paulo,3336894.0,3293154.0,3178704.0,3223864.0,3196726.0,3212287.0,3160677.0,3218118.0,3222768.0,3237625.0,3273022.0,3228839.0,2013,Residencial
Paraná,602354.0,583072.0,564706.0,547066.0,567334.0,579981.0,582113.0,590624.0,589935.0,585115.0,593244.0,600348.0,2013,Residencial
Santa Catarina,453990.0,463550.0,426300.0,379495.0,390520.0,395388.0,409052.0,417887.0,393688.0,395539.0,406505.0,402727.0,2013,Residencial
Rio Grande do Sul,702161.0,665088.0,640371.0,586910.0,607578.0,618701.0,643636.0,707102.0,660445.0,639359.0,628337.0,650726.0,2013,Residencial
Mato Grosso do Sul,141510.0,136132.0,137742.0,124507.0,124691.0,117008.0,117007.0,116491.0,120838.0,132005.0,143711.0,159517.0,2013,Residencial
Mato Grosso,177645.0,160186.0,177443.0,177409.0,176676.0,175601.0,176330.0,168476.0,176443.0,205416.0,206629.0,203483.0,2013,Residencial
Goiás,333137.0,320873.0,314062.0,306332.0,333447.0,321313.0,311838.0,341745.0,330010.0,349005.0,361765.0,334046.0,2013,Residencial
Distrito Federal,176489.0,179214.0,178645.0,174771.0,181322.0,183989.0,167489.0,189413.0,186579.0,183648.0,201732.0,188016.0,2013,Residencial
Rondônia,96935.0,87652.0,91181.0,93553.0,92233.0,92457.0,90202.0,98172.0,106995.0,107846.0,100259.0,99962.0,2014,Residencial
Acre,33302.0,33371.0,33205.0,32501.0,33837.0,31095.0,30557.0,32025.0,36184.0,36734.0,33512.0,33916.0,2014,Residencial
Amazonas,158494.0,151437.0,150863.0,147437.0,166291.0,165613.0,167968.0,178266.0,185528.0,175892.0,181972.0,181638.0,2014,Residencial
Roraima,33357.0,31556.0,33852.0,33127.0,35178.0,33656.0,31600.0,30824.0,37950.0,40392.0,35716.0,38299.0,2014,Residencial
Pará,228022.0,246922.0,262120.0,244895.0,271989.0,264325.0,383030.0,183918.0,271768.0,273147.0,277656.0,292463.0,2014,Residencial
Amapá,46517.0,38175.0,38702.0,41178.0,42001.0,42794.0,45535.0,45133.0,49546.0,48932.0,48439.0,47075.0,2014,Residencial
Tocantins,55200.0,50991.0,55783.0,57287.0,64359.0,63290.0,64899.0,66004.0,67866.0,73948.0,67729.0,68102.0,2014,Residencial
Maranhão,232690.0,215731.0,214148.0,212147.0,223300.0,226838.0,233173.0,239474.0,244579.0,253439.0,253543.0,235904.0,2014,Residencial
Piauí,119333.0,108865.0,109819.0,106492.0,114189.0,114994.0,121474.0,120895.0,125642.0,136179.0,107158.0,128543.0,2014,Residencial
Ceará,341566.0,338849.0,332997.0,322472.0,340319.0,318812.0,340403.0,326297.0,340060.0,351073.0,335895.0,332072.0,2014,Residencial
Rio Grande do Norte,164038.0,158793.0,167802.0,161737.0,168883.0,150904.0,157224.0,152533.0,150940.0,160742.0,168660.0,170299.0,2014,Residencial
Paraíba,156209.0,152500.0,148289.0,145010.0,149550.0,139294.0,139293.0,129292.0,136205.0,137481.0,143819.0,142983.0,2014,Residencial
Pernambuco,420180.0,382080.0,418409.0,410291.0,411133.0,391280.0,371937.0,365466.0,364621.0,389038.0,407948.0,426461.0,2014,Residencial
Alagoas,115771.0,112212.0,109472.0,112103.0,113425.0,101972.0,103176.0,103416.0,103118.0,105594.0,107865.0,118521.0,2014,Residencial
Sergipe,93910.0,93621.0,89624.0,90678.0,88845.0,84398.0,81796.0,79659.0,80006.0,80451.0,84940.0,84691.0,2014,Residencial
Bahia,578715.0,553326.0,561657.0,566467.0,554866.0,506804.0,524295.0,510134.0,515269.0,540011.0,563169.0,551470.0,2014,Residencial
Minas Gerais,931360.0,934169.0,880049.0,852883.0,911277.0,861208.0,872020.0,884044.0,840816.0,911136.0,956399.0,862533.0,2014,Residencial
Espírito Santo,214516.0,224318.0,216308.0,206052.0,196454.0,177960.0,184232.0,177440.0,171907.0,191060.0,196371.0,205293.0,2014,Residencial
Rio de Janeiro,1383474.0,1427481.0,1371624.0,1192676.0,1093621.0,1010512.0,1021902.0,909596.0,1012669.0,1123514.0,1139917.0,1176620.0,2014,Residencial
São Paulo,3461696.0,3496627.0,3315447.0,3225417.0,3254318.0,3056443.0,3216509.0,3220868.0,3169411.0,3334939.0,3421444.0,3264325.0,2014,Residencial
Paraná,648093.0,689088.0,613111.0,582010.0,591769.0,598192.0,584472.0,594355.0,595984.0,607660.0,640161.0,618363.0,2014,Residencial
Santa Catarina,532241.0,585559.0,471378.0,424997.0,426249.0,410601.0,400940.0,436448.0,394855.0,407340.0,457291.0,450376.0,2014,Residencial
Rio Grande do Sul,831825.0,891398.0,726416.0,650553.0,645011.0,651273.0,705415.0,691800.0,659554.0,647746.0,682977.0,732913.0,2014,Residencial
Mato Grosso do Sul,158760.0,154638.0,150228.0,145548.0,137004.0,120348.0,124892.0,129553.0,142223.0,163578.0,165699.0,160423.0,2014,Residencial
Mato Grosso,182181.0,177852.0,187567.0,197122.0,201607.0,184734.0,182002.0,187218.0,216678.0,244353.0,228642.0,211193.0,2014,Residencial
Goiás,360828.0,360722.0,348313.0,346673.0,355945.0,342791.0,293820.0,350965.0,366809.0,395846.0,374887.0,340628.0,2014,Residencial
Distrito Federal,219106.0,180925.0,190137.0,179034.0,193495.0,179281.0,184172.0,196697.0,188432.0,202538.0,200323.0,185704.0,2014,Residencial
Rondônia,96183.0,87614.0,89867.0,94670.0,92198.0,96984.0,93492.0,99793.0,107380.0,109680.0,103269.0,105907.0,2015,Residencial
Acre,33835.0,30666.0,34661.0,35341.0,33477.0,34573.0,34676.0,36309.0,39211.0,40004.0,38799.0,39789.0,2015,Residencial
Amazonas,184302.0,163148.0,162421.0,167071.0,165618.0,173372.0,181883.0,184892.0,205056.0,220542.0,190606.0,191329.0,2015,Residencial
Roraima,37956.0,34292.0,39064.0,37949.0,35022.0,32112.0,34950.0,35141.0,40465.0,46783.0,41775.0,40081.0,2015,Residencial
Pará,262569.36,258543.0,250537.0,231749.0,246142.0,244945.0,291331.0,290433.0,300510.0,337330.0,370682.0,347261.0,2015,Residencial
Amapá,48280.0,45411.0,42559.0,43509.0,43672.0,43602.0,46901.0,48083.0,48690.0,48857.0,52782.0,53089.0,2015,Residencial
Tocantins,63445.0,57840.0,61202.0,65224.0,63404.0,69617.0,63244.0,69297.0,79204.0,81457.0,74223.0,73839.0,2015,Residencial
Maranhão,242538.0,234652.0,226778.0,222998.0,234079.0,237707.0,234777.0,243396.0,254578.0,262848.0,262870.0,259417.0,2015,Residencial
Piauí,134095.0,121470.0,120620.0,122610.0,123368.0,126916.0,129376.0,124533.0,138738.0,141055.0,145979.0,149468.0,2015,Residencial
Ceará,347041.0,349421.0,313860.0,318782.0,329431.0,332296.0,307490.0,319589.0,318174.0,327122.0,331946.0,338209.0,2015,Residencial
Rio Grande do Norte,175887.0,168135.0,167911.0,168361.0,176191.0,170036.0,156574.0,153247.0,155099.0,163480.0,166344.0,173709.0,2015,Residencial
Paraíba,163829.0,155788.0,154323.0,151249.0,150361.0,147245.0,131959.0,138113.0,145020.0,142802.0,143581.0,147654.0,2015,Residencial
Pernambuco,434029.0,426466.0,420184.0,426003.0,436031.0,397312.0,369555.0,349273.0,368883.0,389376.0,390160.0,433265.0,2015,Residencial
Alagoas,116536.0,108885.0,125191.0,129257.0,112634.0,111654.0,102034.0,92636.0,99493.0,105429.0,103056.0,118884.0,2015,Residencial
Sergipe,99158.0,95126.0,93017.0,98119.0,91542.0,86199.0,80480.0,77610.0,85014.0,84125.0,85944.0,89083.0,2015,Residencial
Bahia,589553.0,580843.0,591643.0,594996.0,564525.0,511455.0,512981.0,502116.0,521558.0,546481.0,563255.0,607354.0,2015,Residencial
Minas Gerais,965806.0,898791.0,872683.0,896729.0,840340.0,819266.0,806854.0,870932.0,848832.0,902228.0,934175.0,859402.0,2015,Residencial
Espírito Santo,240056.0,220466.0,225672.0,207730.0,188564.0,180343.0,169429.0,177589.0,177633.0,195066.0,194116.0,214613.0,2015,Residencial
Rio de Janeiro,1534945.0,1440254.0,1363129.0,1172903.0,1086117.0,969807.0,940957.0,988657.0,992047.0,1106761.0,1149574.0,1126820.0,2015,Residencial
São Paulo,3735760.0,3398284.0,3111987.0,3138293.0,3061472.0,2883429.0,2996482.0,3043716.0,3012224.0,3261673.0,3179977.0,3182336.0,2015,Residencial
Paraná,672364.0,647604.0,602062.0,585576.0,567663.0,551876.0,567188.0,555405.0,551258.0,582854.0,579610.0,573158.0,2015,Residencial
Santa Catarina,559076.0,538572.0,465140.0,460566.0,401882.0,410860.0,381554.0,417276.0,394049.0,406685.0,413598.0,412527.0,2015,Residencial
Rio Grande do Sul,831555.71,781701.0,735225.0,678193.0,619191.0,630974.0,656946.0,648568.0,612225.0,622335.0,619684.0,617656.0,2015,Residencial
Mato Grosso do Sul,180761.0,166058.0,161339.0,149880.0,134928.0,127178.0,125565.0,123506.0,145792.0,157657.0,163057.0,150707.0,2015,Residencial
Mato Grosso,208739.0,198478.0,204492.0,208479.0,200978.0,197295.0,184325.0,192783.0,231402.0,236438.0,235406.0,237762.0,2015,Residencial
Goiás,388334.0,391317.0,281239.0,296743.0,353564.0,346084.0,329680.0,346603.0,374357.0,412409.0,397953.0,348685.0,2015,Residencial
Distrito Federal,211669.0,180436.0,181304.0,186683.0,189391.0,179711.0,180069.0,183419.0,189611.0,201876.0,199320.0,191531.0,2015,Residencial
Rondônia,95136.0,93478.0,97616.0,95267.0,91624.0,90500.0,91671.0,100404.0,97842.0,99527.0,101178.0,97251.0,2016,Residencial
Acre,37476.0,36885.0,38914.0,37623.0,36088.0,34073.0,33661.0,40528.0,37469.0,38637.0,37910.0,38364.0,2016,Residencial
Amazonas,183270.0,180837.0,174715.0,173616.0,163733.0,176283.0,174292.0,182429.0,177687.0,176644.0,181473.0,179642.0,2016,Residencial
Roraima,37808.0,39292.0,43841.0,41058.0,36431.0,34877.0,33672.0,38602.0,39368.0,41685.0,42026.0,42702.0,2016,Residencial
